,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
7,6.212773847579956,0.06643291163597256,0.24226670265197753,0.0007309467329421513,True,,auto,8,3,500,"OrderedDict([('bootstrap', True), ('max_depth', None), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 3), ('n_estimators', 500)])",0.7680660162044962,0.78387110578569,0.7514549811708319,0.7762548988156657,0.8159864916286149,0.7791266987210597,0.021342275493448176,73
54,12.637409782409668,0.15248715181144099,0.4887030601501465,0.006760795902180167,True,,sqrt,6,4,1000,"OrderedDict([('bootstrap', True), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 6), ('min_samples_split', 4), ('n_estimators', 1000)])",0.7654651184906236,0.78808151698429,0.7469664118072198,0.7756085065225771,0.8186762747336376,0.7789595657076696,0.023989658483604733,74
69,13.068062019348144,0.09161243725604497,0.5064372539520263,0.007601299385700618,True,,auto,4,2,1000,"OrderedDict([('bootstrap', True), ('max_depth', None), ('max_features', 'auto'), ('min_samples_leaf', 4), ('min_samples_split', 2), ('n_estimators', 1000)])",0.7629759595267983,0.7870045456274488,0.7494484385104035,0.7785795170252547,0.8167760654490107,0.7789569052277832,0.022896882107418665,75
9,9.72708764076233,0.13726452396390762,0.3769227981567383,0.006409927243329463,True,120,sqrt,4,4,750,"OrderedDict([('bootstrap', True), ('max_depth', 120), ('max_features', 'sqrt'), ('min_samples_leaf', 4), ('min_samples_split', 4), ('n_estimators', 750)])",0.766592015671954,0.792786431587356,0.744943227205295,0.7752326413743736,0.8143811834094369,0.7787870998496831,0.023535853680222884,76
0,13.100408887863159,0.13142187191702517,0.5026853561401368,0.005015642810270855,True,100,sqrt,4,4,1000,"OrderedDict([('bootstrap', True), ('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 4), ('min_samples_split', 4), ('n_estimators', 1000)])",0.7652559055118111,0.7870877553349309,0.7464528890410438,0.7778804557305071,0.8171565829528157,0.7787667177142217,0.023539466647801276,77
84,12.97564606666565,0.18397424395754067,0.5017980098724365,0.004535318370936306,True,120,auto,4,4,1000,"OrderedDict([('bootstrap', True), ('max_depth', 120), ('max_features', 'auto'), ('min_samples_leaf', 4), ('min_samples_split', 4), ('n_estimators', 1000)])",0.7646710601392217,0.7853141998554529,0.7482264445205219,0.7770066291120724,0.8185240677321157,0.7787484802718769,0.023486202336344002,78
99,12.851993513107299,0.11728325221639824,0.49690656661987304,0.0018650797079433309,True,80,auto,4,4,1000,"OrderedDict([('bootstrap', True), ('max_depth', 80), ('max_features', 'auto'), ('min_samples_leaf', 4), ('min_samples_split', 4), ('n_estimators', 1000)])",0.7624719464414773,0.7898265434212028,0.7482977671269353,0.7769611422470032,0.8156773211567733,0.7786469440786783,0.023159349239702837,79
80,12.825173091888427,0.1656692295131659,0.4966477870941162,0.0034759422278346397,True,40,auto,6,4,1000,"OrderedDict([('bootstrap', True), ('max_depth', 40), ('max_features', 'auto'), ('min_samples_leaf', 6), ('min_samples_split', 4), ('n_estimators', 1000)])",0.7655507056183196,0.7894437787667846,0.7503233291490737,0.7733150109048774,0.8145072298325723,0.7786280108543255,0.021930335506595795,80
94,12.70202865600586,0.09463251229332086,0.4978400707244873,0.005706542451367813,True,60,auto,6,2,1000,"OrderedDict([('bootstrap', True), ('max_depth', 60), ('max_features', 'auto'), ('min_samples_leaf', 6), ('min_samples_split', 2), ('n_estimators', 1000)])",0.7688053938909811,0.786852390733767,0.7458514017269582,0.7756252648412868,0.8156844558599696,0.7785637814105926,0.022893694796891555,81
33,16.155139112472533,0.15931871395691857,0.6317829608917236,0.007223038002016222,True,20,sqrt,4,2,1250,"OrderedDict([('bootstrap', True), ('max_depth', 20), ('max_features', 'sqrt'), ('min_samples_leaf', 4), ('min_samples_split', 2), ('n_estimators', 1250)])",0.7677664612575603,0.787044961771083,0.7481051960896192,0.7722305082798065,0.8169782153729072,0.7784250685541952,0.02294306362045301,82
