,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_dropout,param_learning_rate,param_n_hidden,param_n_neurons,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
40,16.90576410293579,2.4545157666313195,0.3471712589263916,0.010208737477285628,relu,0.2,3e-05,4,500,"OrderedDict([('activation', 'relu'), ('dropout', 0.2), ('learning_rate', 3e-05), ('n_hidden', 4), ('n_neurons', 500)])",0.7307552358285165,0.7512529784824296,0.7338619238098916,0.7569759989685131,0.7479513799118592,0.744159503400242,0.010145667148359395,39
21,5.732661867141724,0.7512525530417904,0.5724582195281982,0.39785377173680375,elu,0.8,0.03,1,500,"OrderedDict([('activation', 'elu'), ('dropout', 0.8), ('learning_rate', 0.03), ('n_hidden', 1), ('n_neurons', 500)])",0.7289034585398733,0.7512448410575989,0.7360632288480876,0.7519012351297133,0.7516314668045538,0.7439488460759653,0.009633704800016733,40
3,13.417177391052245,1.5598819319361354,0.40119380950927735,0.10218880740739383,relu,0.4,0.0003,4,1500,"OrderedDict([('activation', 'relu'), ('dropout', 0.4), ('learning_rate', 0.0003), ('n_hidden', 4), ('n_neurons', 1500)])",0.7320500259479965,0.7513258454229573,0.7333186530152086,0.7590300610170005,0.7427297203327123,0.7436908611471751,0.01036918101751906,41
13,18.183849811553955,0.2501494453305163,0.24971742630004884,0.004645545039878463,elu,0.6,3e-05,1,200,"OrderedDict([('activation', 'elu'), ('dropout', 0.6), ('learning_rate', 3e-05), ('n_hidden', 1), ('n_neurons', 200)])",0.7252987002141456,0.7504518120195683,0.7348626858000973,0.7442049018380944,0.7591578704157714,0.7427951940575354,0.011810167114089226,42
37,6.484863662719727,0.16300516348429925,0.3203411102294922,0.0026653009403370524,elu,0.6,0.0003,3,500,"OrderedDict([('activation', 'elu'), ('dropout', 0.6), ('learning_rate', 0.0003), ('n_hidden', 3), ('n_neurons', 500)])",0.7276850957093347,0.7510610092330181,0.7282747383165215,0.7481241728195619,0.7528665822702054,0.7416023196697283,0.011226740721912926,43
18,25.511725664138794,0.4336393330555794,0.3520097255706787,0.006906172697226745,relu,0.6,0.0003,4,50,"OrderedDict([('activation', 'relu'), ('dropout', 0.6), ('learning_rate', 0.0003), ('n_hidden', 4), ('n_neurons', 50)])",0.7304312586866137,0.7518562575687298,0.7320735491364854,0.7399371248061222,0.750292341615479,0.7409181063626861,0.008907097505966593,44
14,5.933741092681885,0.23623852935809841,0.25060362815856935,0.002890932273457518,relu,0.2,0.003,1,1500,"OrderedDict([('activation', 'relu'), ('dropout', 0.2), ('learning_rate', 0.003), ('n_hidden', 1), ('n_neurons', 1500)])",0.7319206587808617,0.7483475479349806,0.7274514769687346,0.7509391460653705,0.7418055196474367,0.7400928698794769,0.009113774575799928,45
26,16.33086109161377,2.752403574848202,0.2510055065155029,0.004499812981522011,elu,0.8,3e-05,1,200,"OrderedDict([('activation', 'elu'), ('dropout', 0.8), ('learning_rate', 3e-05), ('n_hidden', 1), ('n_neurons', 200)])",0.7284202889473465,0.7489436143038174,0.7219534131368299,0.7469982593658631,0.7497533483701676,0.7392137848248048,0.011668504697359831,46
35,10.585088920593261,4.352647641521286,0.3149580955505371,0.00933374935454029,elu,0.8,0.003,3,200,"OrderedDict([('activation', 'elu'), ('dropout', 0.8), ('learning_rate', 0.003), ('n_hidden', 3), ('n_neurons', 200)])",0.714401660075279,0.7515999286865679,0.720176178671107,0.7524973738798697,0.7548643118865284,0.7387078906398704,0.01761591117867857,47
30,6.626139450073242,0.46997846848920033,0.2836926937103271,0.014806184641121196,relu,0.2,0.0003,2,1000,"OrderedDict([('activation', 'relu'), ('dropout', 0.2), ('learning_rate', 0.0003), ('n_hidden', 2), ('n_neurons', 1000)])",0.7267694595062125,0.7478437673613808,0.7334118594194912,0.7474647038077794,0.7267519694984056,0.7364483519186539,0.009467170423375353,48
5,17.510093259811402,3.7767626383488153,0.2923638343811035,0.006480158503832074,elu,0.8,0.0003,2,50,"OrderedDict([('activation', 'elu'), ('dropout', 0.8), ('learning_rate', 0.0003), ('n_hidden', 2), ('n_neurons', 50)])",0.7250660630029289,0.7469726930215663,0.7242397550936742,0.7305346666818355,0.7513606700603553,0.7356347695720721,0.011343786116747145,49
34,23.704311847686768,0.3796499036550084,0.32393884658813477,0.0089927053190491,relu,0.8,3e-05,3,500,"OrderedDict([('activation', 'relu'), ('dropout', 0.8), ('learning_rate', 3e-05), ('n_hidden', 3), ('n_neurons', 500)])",0.716675465125296,0.7320312713838578,0.722668243129834,0.736211636840768,0.7475988612421139,0.731037095544374,0.010755003163972321,50
