,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
29,30.635877656936646,0.16771444829456875,1.6130311012268066,0.019292376581361115,True,40,sqrt,8,3,1500,"OrderedDict([('bootstrap', True), ('max_depth', 40), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 3), ('n_estimators', 1500)])",0.7538528351266565,0.7721532067435806,0.7664337156168632,0.7681704627968754,0.7705384156657724,0.7662297271899497,0.0064907307681752666,38
75,30.293186902999878,0.23895873479847313,1.549267053604126,0.024531458274201532,True,80,sqrt,6,3,1500,"OrderedDict([('bootstrap', True), ('max_depth', 80), ('max_features', 'sqrt'), ('min_samples_leaf', 6), ('min_samples_split', 3), ('n_estimators', 1500)])",0.7545661643838226,0.7717953516456098,0.7664094300413522,0.7677150558582468,0.7704922132209486,0.7661956430299959,0.006122358137127261,39
10,15.224047231674195,0.10667635985631654,0.802030611038208,0.00911899168669635,True,120,auto,8,6,750,"OrderedDict([('bootstrap', True), ('max_depth', 120), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 6), ('n_estimators', 750)])",0.753268076563372,0.7715251150945805,0.7666332382862574,0.7690755572777294,0.7703135955218876,0.7661631165487653,0.0066477497814574505,40
80,20.10105652809143,0.16702191666212837,1.0110695362091064,0.03514042175000463,True,40,auto,6,4,1000,"OrderedDict([('bootstrap', True), ('max_depth', 40), ('max_features', 'auto'), ('min_samples_leaf', 6), ('min_samples_split', 4), ('n_estimators', 1000)])",0.7536825980042019,0.7717574947190778,0.7667187139883012,0.7685677225387352,0.7700887753780026,0.7661630609256637,0.0064585141629259785,41
91,14.352935647964477,0.13812146763814473,0.7309215545654297,0.02096248297799014,True,60,auto,8,2,750,"OrderedDict([('bootstrap', True), ('max_depth', 60), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 2), ('n_estimators', 750)])",0.7534449803143982,0.7726920131884962,0.7654961019270365,0.7687290571789507,0.7704260055938301,0.7661576316405423,0.006776112646951635,42
21,16.13236722946167,0.037670110796244285,0.8573721885681153,0.015173394632991012,True,60,auto,6,3,750,"OrderedDict([('bootstrap', True), ('max_depth', 60), ('max_features', 'auto'), ('min_samples_leaf', 6), ('min_samples_split', 3), ('n_estimators', 750)])",0.7539783106001299,0.7707332148578199,0.7663453827882888,0.76833584867621,0.7713343361327887,0.7661454186110473,0.006337968544276857,43
40,19.354547786712647,0.0989006615814581,0.9866399765014648,0.04123794074836942,True,40,sqrt,8,6,1000,"OrderedDict([('bootstrap', True), ('max_depth', 40), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 6), ('n_estimators', 1000)])",0.7534604564164394,0.7718417799517336,0.7656520534168376,0.7686892597123095,0.7710390215370077,0.7661365142068656,0.0066935534407446635,44
94,20.070793914794923,0.18675665205606648,1.0269346714019776,0.017154160074268898,True,60,auto,6,2,1000,"OrderedDict([('bootstrap', True), ('max_depth', 60), ('max_features', 'auto'), ('min_samples_leaf', 6), ('min_samples_split', 2), ('n_estimators', 1000)])",0.7542768803225885,0.7714353537027407,0.7662003836168554,0.767820626383528,0.7709185141293745,0.7661303516310174,0.006235964438151063,45
90,28.705017709732054,0.04083714499692103,1.5029850959777833,0.05286612386420738,True,40,auto,8,6,1500,"OrderedDict([('bootstrap', True), ('max_depth', 40), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 6), ('n_estimators', 1500)])",0.7538506922817585,0.771657019102748,0.7666813332495244,0.7680267629622375,0.7704312450463359,0.7661294105285209,0.006383286355782563,46
78,28.281577157974244,0.10623058142084361,1.4956253528594972,0.041087168822324195,True,20,auto,8,6,1500,"OrderedDict([('bootstrap', True), ('max_depth', 20), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 6), ('n_estimators', 1500)])",0.7542761660409559,0.7719070176741846,0.7656551486372459,0.7686027538417066,0.7701983275667601,0.7661278827521706,0.006273413343492996,47
34,24.06510500907898,0.1825071890565667,1.2054999351501465,0.01678147477924484,True,,auto,8,3,1250,"OrderedDict([('bootstrap', True), ('max_depth', None), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 3), ('n_estimators', 1250)])",0.753693312228692,0.7715205913109069,0.7657494338127592,0.7686206269554676,0.7709530468845264,0.7661074022384704,0.0065320281477135355,48
45,14.425156402587891,0.09200468569605869,0.7293622016906738,0.01336287675773467,True,40,sqrt,8,2,750,"OrderedDict([('bootstrap', True), ('max_depth', 40), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 2), ('n_estimators', 750)])",0.7540618815511531,0.7717543994986695,0.7654908638617304,0.7680239032640356,0.7711142791275454,0.7660890654606267,0.006420332973164505,49
22,32.27326807975769,0.25224021990778756,1.6744933605194092,0.047922318101265134,True,100,sqrt,6,3,1500,"OrderedDict([('bootstrap', True), ('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 6), ('min_samples_split', 3), ('n_estimators', 1500)])",0.7537259310899175,0.7709055948251725,0.7663339542821661,0.7683818421556214,0.77096947971284,0.7660633604131435,0.006405903240318982,50
7,10.24568600654602,0.06894060985416345,0.5355954647064209,0.026110555735177676,True,,auto,8,3,500,"OrderedDict([('bootstrap', True), ('max_depth', None), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 3), ('n_estimators', 500)])",0.7541571191021766,0.7724122528823644,0.7648675340902814,0.7676669176051838,0.77115714737532,0.7660521942110653,0.00651175024396656,51
19,21.052340364456178,0.08935805339124388,1.1217438220977782,0.012222402633094499,True,20,auto,6,2,1000,"OrderedDict([('bootstrap', True), ('max_depth', 20), ('max_features', 'auto'), ('min_samples_leaf', 6), ('min_samples_split', 2), ('n_estimators', 1000)])",0.7542723565389149,0.7718539227394892,0.7657487195311266,0.7683546750227048,0.7697939370960859,0.7660047221856643,0.00619366637978988,52
14,25.230655717849732,0.11366576933895742,1.3386356830596924,0.02784031404481883,True,80,sqrt,8,6,1250,"OrderedDict([('bootstrap', True), ('max_depth', 80), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 6), ('n_estimators', 1250)])",0.7533537903592932,0.772057969192557,0.7662975259188995,0.7679138048832683,0.7703340770180466,0.7659914334744129,0.00662058360705264,53
76,30.280856132507324,0.18676490921111538,1.5491250514984132,0.023060754458316984,True,60,auto,6,2,1500,"OrderedDict([('bootstrap', True), ('max_depth', 60), ('max_features', 'auto'), ('min_samples_leaf', 6), ('min_samples_split', 2), ('n_estimators', 1500)])",0.7532128387837784,0.7719320175313285,0.7666968093515656,0.7683375168334944,0.7697393991586393,0.7659837163317613,0.0066125884865051755,54
